,tag_id,x_pos,y_pos,timestamp
0,2857,-6.665310435224406,4.910436327296572,2021-09-21 13:00:08.451233
1,8574,-5.720197441864871,5.0,2021-09-21 13:01:35.087622
2,8574,-5.700406401393703,4.97113995530924,2021-09-21 13:01:35.190344
3,2857,-5.842551332065408,5.0,2021-09-21 13:01:35.211734
4,2857,-5.912645430183908,5.0,2021-09-21 13:01:35.222241
5,8574,-5.756636332196286,4.970254109340378,2021-09-21 13:01:35.285758
6,2857,-5.85636840374739,5.0,2021-09-21 13:01:35.317669
7,8574,-5.715087048850576,5.0,2021-09-21 13:01:35.976081
8,2857,-5.941852054355119,5.0,2021-09-21 13:01:36.007795
9,8574,-5.72836219405529,5.0,2021-09-21 13:01:36.079814
10,2857,-5.983189278411162,5.0,2021-09-21 13:01:36.110437
11,8574,-5.8191718756631445,5.0,2021-09-21 13:01:36.374504
12,2857,-5.987306098254436,4.992285791131161,2021-09-21 13:01:36.404724
13,8574,-5.826764200944207,4.999268323589687,2021-09-21 13:01:36.466171
14,2857,-6.046833451625672,5.0,2021-09-21 13:01:36.497902
15,8574,-5.842164735619103,5.0,2021-09-21 13:01:36.968250
16,2857,-6.089197775779138,5.0,2021-09-21 13:01:37.001658
17,2857,-6.079589017725644,4.992419775909855,2021-09-21 13:01:37.093869
18,8574,-5.822359297532972,5.0,2021-09-21 13:01:37.147257
19,8574,-5.811725950853042,5.0,2021-09-21 13:01:37.169299
20,2857,-6.065534957238783,5.0,2021-09-21 13:01:37.191836
21,8574,-5.81372017825047,5.0,2021-09-21 13:01:37.264364
22,2857,-6.029099494120859,5.0,2021-09-21 13:01:37.296639
23,2857,-5.954545689053851,4.98347466343421,2021-09-21 13:01:37.779641
24,8574,-5.814448713276577,4.993370603120221,2021-09-21 13:01:37.853169
25,2857,-5.99504537822164,5.0,2021-09-21 13:01:37.884286
26,8574,-5.795303840911483,5.0,2021-09-21 13:01:37.947392
27,2857,-5.995196485338938,4.989196819721471,2021-09-21 13:01:37.979305
28,8574,-5.793895177470385,5.0,2021-09-21 13:01:38.050612
29,2857,-5.98934502211588,4.995391696707463,2021-09-21 13:01:38.082119
30,8574,-5.775141658117534,5.0,2021-09-21 13:01:38.146953
31,2857,-5.981835059430703,5.0,2021-09-21 13:01:38.177613
32,8574,-5.7863673197221335,4.987547733087496,2021-09-21 13:01:38.249094
33,2857,-5.950461003748645,5.0,2021-09-21 13:01:38.282566
34,8574,-5.791949890085774,4.983445858536893,2021-09-21 13:01:38.940114
35,2857,-5.940562398252191,4.979738452612144,2021-09-21 13:01:38.971412
36,8574,-5.84843258798637,5.0,2021-09-21 13:01:39.034279
37,2857,-5.9831386012338115,5.0,2021-09-21 13:01:39.065450
38,8574,-5.831566767679398,5.0,2021-09-21 13:01:39.130330
39,2857,-5.950086554480259,5.0,2021-09-21 13:01:39.167561
40,8574,-5.839129639371986,4.973516301680354,2021-09-21 13:01:39.227966
41,2857,-5.90726189034283,5.0,2021-09-21 13:01:39.260934
42,8574,-5.893562323597014,5.0,2021-09-21 13:01:39.332522
43,2857,-5.924059331277596,5.0,2021-09-21 13:01:39.364908
44,8574,-5.965990537001088,5.0,2021-09-21 13:01:39.427437
45,2857,-5.940766341390138,5.0,2021-09-21 13:01:39.458584
46,8574,-5.968774519672455,5.0,2021-09-21 13:01:39.731591
47,2857,-5.937617513752035,5.0,2021-09-21 13:01:39.754304
48,8574,-5.944258825905239,5.0,2021-09-21 13:01:39.825796
49,2857,-5.9156414558156545,5.0,2021-09-21 13:01:39.857960
50,8574,-5.9536501739009,5.0,2021-09-21 13:01:40.312756
51,2857,-5.932640340581353,5.0,2021-09-21 13:01:40.354833
52,8574,-6.056084893151232,4.948537760431782,2021-09-21 13:01:40.417312
53,2857,-5.935961718413043,5.0,2021-09-21 13:01:40.448915
54,8574,-6.070499778233592,5.0,2021-09-21 13:01:40.511723
55,2857,-5.931999125698858,5.0,2021-09-21 13:01:40.544018
56,8574,-6.084826070972851,5.0,2021-09-21 13:01:40.615964
57,2857,-5.90235702452513,5.0,2021-09-21 13:01:40.647327
58,8574,-5.956768966033514,4.919038410731558,2021-09-21 13:01:40.907263
59,2857,-5.837117553939407,4.992427799817085,2021-09-21 13:01:40.939964
60,8574,-5.924774780756088,4.834171261641181,2021-09-21 13:01:41.010418
61,2857,-5.766917083338307,4.918248421610226,2021-09-21 13:01:41.043904
62,8574,-5.863086610432664,4.782182113866908,2021-09-21 13:01:41.699208
63,2857,-5.723911692629251,4.906518178276317,2021-09-21 13:01:41.730943
64,8574,-5.818816747278917,4.738247706742949,2021-09-21 13:01:41.802248
65,2857,-5.75953852649013,4.901281942747394,2021-09-21 13:01:41.824241
66,8574,-5.807204776051311,4.828753282076311,2021-09-21 13:01:42.294445
67,2857,-5.734505402857894,4.964370361077139,2021-09-21 13:01:42.327025
68,8574,-5.842884043472251,4.794255693541894,2021-09-21 13:01:42.389843
69,8574,-5.818583611096753,4.808983127020588,2021-09-21 13:01:42.885621
70,2857,-5.769044436036723,4.96468071280614,2021-09-21 13:01:42.916111
71,8574,-5.817177376012052,4.817452943581831,2021-09-21 13:01:42.977575
72,2857,-5.6416478866278705,4.975408818096229,2021-09-21 13:01:43.010413
73,8574,-5.8068470864394985,4.9070805110521105,2021-09-21 13:01:43.084759
74,2857,-5.671755413278254,5.0,2021-09-21 13:01:43.106741
75,8574,-5.7872379281268875,5.0,2021-09-21 13:01:43.180008
76,2857,-5.640934176743631,5.0,2021-09-21 13:01:43.210593
77,8574,-5.790202088891227,4.99934733324804,2021-09-21 13:01:43.275949
78,2857,-5.633259403712683,5.0,2021-09-21 13:01:43.307657
79,8574,-5.704339956544812,5.0,2021-09-21 13:01:43.377617
80,2857,-5.598395240336273,4.939234890018842,2021-09-21 13:01:43.408781
81,8574,-5.668365861815519,4.986182464960975,2021-09-21 13:01:43.472282
82,2857,-5.5899360722695555,4.9458691940944925,2021-09-21 13:01:43.504781
83,8574,-5.6466861995631215,4.995972649390089,2021-09-21 13:01:43.566700
84,2857,-5.607647891574132,4.953649403011293,2021-09-21 13:01:43.608068
85,8574,-5.647542628716974,4.929693881580924,2021-09-21 13:01:44.064869
86,2857,-5.595392513459834,4.965680470853581,2021-09-21 13:01:44.096222
87,8574,-5.533238150336445,4.961756192878715,2021-09-21 13:01:44.168349
88,2857,-5.652710845887207,4.971087939937926,2021-09-21 13:01:44.200587
89,8574,-6.974587532474123,4.95736009711648,2021-09-21 13:01:21.575196
90,8574,-6.954228260443395,4.973245646459605,2021-09-21 13:01:23.156130
91,2857,-6.457577997242367,5.0,2021-09-21 13:01:23.187923
92,2857,-6.445107918088383,5.0,2021-09-21 13:01:23.388136
93,8574,-6.953103749777162,5.0,2021-09-21 13:01:23.454623
94,2857,-6.438947975309596,5.0,2021-09-21 13:01:23.583567
95,8574,-6.918457911893681,5.0,2021-09-21 13:01:24.233834
96,2857,-6.475321785063786,5.0,2021-09-21 13:01:24.267021
97,8574,-6.957863633988444,5.0,2021-09-21 13:01:24.338974
98,2857,-6.525863907931509,5.0,2021-09-21 13:01:24.370686
99,8574,-6.919289815209223,4.954280962058013,2021-09-21 13:01:25.222357
100,8574,-6.871202034989599,4.941623462649548,2021-09-21 13:01:25.328030
101,2857,-6.521446096544835,5.0,2021-09-21 13:01:25.339319
102,2857,-6.5320041473038986,4.970747366609416,2021-09-21 13:01:25.362278
103,8574,-6.807175899881682,4.927982573145088,2021-09-21 13:01:25.426720
104,2857,-6.549398041513293,4.945893305215878,2021-09-21 13:01:25.457308
105,8574,-6.792897646047417,4.953270141462749,2021-09-21 13:01:25.519410
106,2857,-6.536782561961081,4.9379580598612565,2021-09-21 13:01:25.552440
107,8574,-6.780554065271288,4.915547583795431,2021-09-21 13:01:25.616174
108,8574,-6.77114275404827,4.881701212909703,2021-09-21 13:01:25.721102
109,2857,-6.460576057758561,4.941586381775859,2021-09-21 13:01:25.753310
110,8574,-6.749949385126799,4.939024057601987,2021-09-21 13:01:25.817826
111,2857,-6.426643036289406,4.991119701969295,2021-09-21 13:01:25.849508
112,8574,-6.826487396171195,4.887511304262931,2021-09-21 13:01:25.909760
113,2857,-6.443554649259677,5.0,2021-09-21 13:01:25.941814
114,2857,-6.40617692875456,5.0,2021-09-21 13:01:26.238899
115,8574,-6.795897681422102,4.848986775607426,2021-09-21 13:01:26.601363
116,2857,-6.245230618422608,5.0,2021-09-21 13:01:26.643814
117,8574,-6.774727385154712,4.817323821743315,2021-09-21 13:01:26.705564
118,2857,-6.260989563121691,5.0,2021-09-21 13:01:26.738122
119,8574,-6.710374893954333,4.908910919466094,2021-09-21 13:01:27.199557
120,8574,-6.698642540577339,4.984792717254214,2021-09-21 13:01:27.301010
121,8574,-6.646453501322557,5.0,2021-09-21 13:01:27.496028
122,2857,-6.230376855380847,5.0,2021-09-21 13:01:27.529655
123,8574,-6.618233277079077,5.0,2021-09-21 13:01:27.688272
124,2857,-6.229272158774741,5.0,2021-09-21 13:01:28.222276
